acquisition_priority,pesticide,priority_group,doi,doi_url,google_scholar_url,target_usb_folder,suggested_pdf_filename,database_record_count,protein_record_count,database_gene_leads,database_enzyme_leads,database_microbe_leads,source_action,pathway_extraction_rule,oa_check_status,is_oa,oa_status,best_oa_pdf_url,best_oa_landing_url,best_oa_host_type,best_oa_license,download_status,downloaded_pdf_path
1,Chlorothalonil,Placeholder files - redownload PDFs by DOI/title,10.1007/s00284-010-9603-8,https://doi.org/10.1007/s00284-010-9603-8,https://scholar.google.com/scholar?q=10.1007/s00284-010-9603-8,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Chlorothalonil,Chlorothalonil_10.1007_s00284-010-9603-8.pdf,11,6,gst | gst-like gene (non-functional) | chd | Chd | gst-like gene,Peroxidases | Transferases | Dehalogenases | Hydrolytic dehalogenase | Hydrolytic Dehalogenase,Bacillus cereus strain NS1 | Metagenomics study | Ochrobactrum anthropi sh35b | Ochrobactrum lupini strain TP-D1 | Ochrobactrum sp. CTN-11 | Paracoccus sp. XF-3 | Pseudomonas sp. CTN-3 | Pseudomonas sp. Strain CDS-8 | +2 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Chlorothalonil,Placeholder files - redownload PDFs by DOI/title,10.1007/s11274-010-0631-0,https://doi.org/10.1007/s11274-010-0631-0,https://scholar.google.com/scholar?q=10.1007/s11274-010-0631-0,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Chlorothalonil,Chlorothalonil_10.1007_s11274-010-0631-0.pdf,11,6,gst | gst-like gene (non-functional) | chd | Chd | gst-like gene,Peroxidases | Transferases | Dehalogenases | Hydrolytic dehalogenase | Hydrolytic Dehalogenase,Bacillus cereus strain NS1 | Metagenomics study | Ochrobactrum anthropi sh35b | Ochrobactrum lupini strain TP-D1 | Ochrobactrum sp. CTN-11 | Paracoccus sp. XF-3 | Pseudomonas sp. CTN-3 | Pseudomonas sp. Strain CDS-8 | +2 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Chlorothalonil,Placeholder files - redownload PDFs by DOI/title,10.1016/j.jbiosc.2015.03.013,https://doi.org/10.1016/j.jbiosc.2015.03.013,https://scholar.google.com/scholar?q=10.1016/j.jbiosc.2015.03.013,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Chlorothalonil,Chlorothalonil_10.1016_j.jbiosc.2015.03.013.pdf,11,6,gst | gst-like gene (non-functional) | chd | Chd | gst-like gene,Peroxidases | Transferases | Dehalogenases | Hydrolytic dehalogenase | Hydrolytic Dehalogenase,Bacillus cereus strain NS1 | Metagenomics study | Ochrobactrum anthropi sh35b | Ochrobactrum lupini strain TP-D1 | Ochrobactrum sp. CTN-11 | Paracoccus sp. XF-3 | Pseudomonas sp. CTN-3 | Pseudomonas sp. Strain CDS-8 | +2 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Chlorothalonil,Placeholder files - redownload PDFs by DOI/title,10.1016/j.jhazmat.2016.07.063,https://doi.org/10.1016/j.jhazmat.2016.07.063,https://scholar.google.com/scholar?q=10.1016/j.jhazmat.2016.07.063,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Chlorothalonil,Chlorothalonil_10.1016_j.jhazmat.2016.07.063.pdf,11,6,gst | gst-like gene (non-functional) | chd | Chd | gst-like gene,Peroxidases | Transferases | Dehalogenases | Hydrolytic dehalogenase | Hydrolytic Dehalogenase,Bacillus cereus strain NS1 | Metagenomics study | Ochrobactrum anthropi sh35b | Ochrobactrum lupini strain TP-D1 | Ochrobactrum sp. CTN-11 | Paracoccus sp. XF-3 | Pseudomonas sp. CTN-3 | Pseudomonas sp. Strain CDS-8 | +2 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Chlorothalonil,Placeholder files - redownload PDFs by DOI/title,10.1016/j.micres.2022.127081,https://doi.org/10.1016/j.micres.2022.127081,https://scholar.google.com/scholar?q=10.1016/j.micres.2022.127081,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Chlorothalonil,Chlorothalonil_10.1016_j.micres.2022.127081.pdf,11,6,gst | gst-like gene (non-functional) | chd | Chd | gst-like gene,Peroxidases | Transferases | Dehalogenases | Hydrolytic dehalogenase | Hydrolytic Dehalogenase,Bacillus cereus strain NS1 | Metagenomics study | Ochrobactrum anthropi sh35b | Ochrobactrum lupini strain TP-D1 | Ochrobactrum sp. CTN-11 | Paracoccus sp. XF-3 | Pseudomonas sp. CTN-3 | Pseudomonas sp. Strain CDS-8 | +2 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Chlorothalonil,Placeholder files - redownload PDFs by DOI/title,10.1016/j.scitotenv.2007.04.010,https://doi.org/10.1016/j.scitotenv.2007.04.010,https://scholar.google.com/scholar?q=10.1016/j.scitotenv.2007.04.010,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Chlorothalonil,Chlorothalonil_10.1016_j.scitotenv.2007.04.010.pdf,11,6,gst | gst-like gene (non-functional) | chd | Chd | gst-like gene,Peroxidases | Transferases | Dehalogenases | Hydrolytic dehalogenase | Hydrolytic Dehalogenase,Bacillus cereus strain NS1 | Metagenomics study | Ochrobactrum anthropi sh35b | Ochrobactrum lupini strain TP-D1 | Ochrobactrum sp. CTN-11 | Paracoccus sp. XF-3 | Pseudomonas sp. CTN-3 | Pseudomonas sp. Strain CDS-8 | +2 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Chlorothalonil,Placeholder files - redownload PDFs by DOI/title,10.1021/jf040047u,https://doi.org/10.1021/jf040047u,https://scholar.google.com/scholar?q=10.1021/jf040047u,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Chlorothalonil,Chlorothalonil_10.1021_jf040047u.pdf,11,6,gst | gst-like gene (non-functional) | chd | Chd | gst-like gene,Peroxidases | Transferases | Dehalogenases | Hydrolytic dehalogenase | Hydrolytic Dehalogenase,Bacillus cereus strain NS1 | Metagenomics study | Ochrobactrum anthropi sh35b | Ochrobactrum lupini strain TP-D1 | Ochrobactrum sp. CTN-11 | Paracoccus sp. XF-3 | Pseudomonas sp. CTN-3 | Pseudomonas sp. Strain CDS-8 | +2 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Chlorothalonil,Placeholder files - redownload PDFs by DOI/title,10.1098/rsos.190562,https://doi.org/10.1098/rsos.190562,https://scholar.google.com/scholar?q=10.1098/rsos.190562,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Chlorothalonil,Chlorothalonil_10.1098_rsos.190562.pdf,11,6,gst | gst-like gene (non-functional) | chd | Chd | gst-like gene,Peroxidases | Transferases | Dehalogenases | Hydrolytic dehalogenase | Hydrolytic Dehalogenase,Bacillus cereus strain NS1 | Metagenomics study | Ochrobactrum anthropi sh35b | Ochrobactrum lupini strain TP-D1 | Ochrobactrum sp. CTN-11 | Paracoccus sp. XF-3 | Pseudomonas sp. CTN-3 | Pseudomonas sp. Strain CDS-8 | +2 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,True,gold,https://royalsocietypublishing.org/doi/pdf/10.1098/rsos.190562,https://royalsocietypublishing.org/doi/pdf/10.1098/rsos.190562,publisher,cc-by,download_error: HTTP Error 403: Forbidden,
1,Chlorothalonil,Placeholder files - redownload PDFs by DOI/title,10.1128/JB.01547-09,https://doi.org/10.1128/JB.01547-09,https://scholar.google.com/scholar?q=10.1128/JB.01547-09,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Chlorothalonil,Chlorothalonil_10.1128_JB.01547-09.pdf,11,6,gst | gst-like gene (non-functional) | chd | Chd | gst-like gene,Peroxidases | Transferases | Dehalogenases | Hydrolytic dehalogenase | Hydrolytic Dehalogenase,Bacillus cereus strain NS1 | Metagenomics study | Ochrobactrum anthropi sh35b | Ochrobactrum lupini strain TP-D1 | Ochrobactrum sp. CTN-11 | Paracoccus sp. XF-3 | Pseudomonas sp. CTN-3 | Pseudomonas sp. Strain CDS-8 | +2 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,True,green,,https://www.ncbi.nlm.nih.gov/pmc/articles/2876492,repository,,no_pdf_url,
1,Chlorothalonil,Placeholder files - redownload PDFs by DOI/title,10.1186/s13568-017-0530-y,https://doi.org/10.1186/s13568-017-0530-y,https://scholar.google.com/scholar?q=10.1186/s13568-017-0530-y,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Chlorothalonil,Chlorothalonil_10.1186_s13568-017-0530-y.pdf,11,6,gst | gst-like gene (non-functional) | chd | Chd | gst-like gene,Peroxidases | Transferases | Dehalogenases | Hydrolytic dehalogenase | Hydrolytic Dehalogenase,Bacillus cereus strain NS1 | Metagenomics study | Ochrobactrum anthropi sh35b | Ochrobactrum lupini strain TP-D1 | Ochrobactrum sp. CTN-11 | Paracoccus sp. XF-3 | Pseudomonas sp. CTN-3 | Pseudomonas sp. Strain CDS-8 | +2 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,True,gold,https://amb-express.springeropen.com/track/pdf/10.1186/s13568-017-0530-y,https://amb-express.springeropen.com/track/pdf/10.1186/s13568-017-0530-y,publisher,cc-by,downloaded_open_access_pdf,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Chlorothalonil/Chlorothalonil_10.1186_s13568-017-0530-y.pdf
1,Carbendazim,Placeholder files - redownload PDFs by DOI/title,10.1007/s00284-005-0474-3,https://doi.org/10.1007/s00284-005-0474-3,https://scholar.google.com/scholar?q=10.1007/s00284-005-0474-3,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbendazim,Carbendazim_10.1007_s00284-005-0474-3.pdf,11,4,"mheI, hdx | mheI | mhe (mheI) | native mhel:optimized mheI | CbmA | MheI | mhel",Hydrolases | Carbendazim hydrolase | Serine hydrolase,Bacillus velezensis HY-3479 | Flavobacterium johnsoniae | Klebsiella oxytoca | Mycobacterium sp. SD-4 | Mycobacterium sp. strain djl-10 | Nocardioides sp. strain SG-4G | Pseudomonas sp. CBW | Rhodococcus jialingiae djl-6-2 | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Carbendazim,Placeholder files - redownload PDFs by DOI/title,10.1007/s10123-023-00427-0,https://doi.org/10.1007/s10123-023-00427-0,https://scholar.google.com/scholar?q=10.1007/s10123-023-00427-0,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbendazim,Carbendazim_10.1007_s10123-023-00427-0.pdf,11,4,"mheI, hdx | mheI | mhe (mheI) | native mhel:optimized mheI | CbmA | MheI | mhel",Hydrolases | Carbendazim hydrolase | Serine hydrolase,Bacillus velezensis HY-3479 | Flavobacterium johnsoniae | Klebsiella oxytoca | Mycobacterium sp. SD-4 | Mycobacterium sp. strain djl-10 | Nocardioides sp. strain SG-4G | Pseudomonas sp. CBW | Rhodococcus jialingiae djl-6-2 | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Carbendazim,Placeholder files - redownload PDFs by DOI/title,10.1007/s10532-010-9353-0,https://doi.org/10.1007/s10532-010-9353-0,https://scholar.google.com/scholar?q=10.1007/s10532-010-9353-0,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbendazim,Carbendazim_10.1007_s10532-010-9353-0.pdf,11,4,"mheI, hdx | mheI | mhe (mheI) | native mhel:optimized mheI | CbmA | MheI | mhel",Hydrolases | Carbendazim hydrolase | Serine hydrolase,Bacillus velezensis HY-3479 | Flavobacterium johnsoniae | Klebsiella oxytoca | Mycobacterium sp. SD-4 | Mycobacterium sp. strain djl-10 | Nocardioides sp. strain SG-4G | Pseudomonas sp. CBW | Rhodococcus jialingiae djl-6-2 | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Carbendazim,Placeholder files - redownload PDFs by DOI/title,10.1007/s11356-019-07069-8,https://doi.org/10.1007/s11356-019-07069-8,https://scholar.google.com/scholar?q=10.1007/s11356-019-07069-8,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbendazim,Carbendazim_10.1007_s11356-019-07069-8.pdf,11,4,"mheI, hdx | mheI | mhe (mheI) | native mhel:optimized mheI | CbmA | MheI | mhel",Hydrolases | Carbendazim hydrolase | Serine hydrolase,Bacillus velezensis HY-3479 | Flavobacterium johnsoniae | Klebsiella oxytoca | Mycobacterium sp. SD-4 | Mycobacterium sp. strain djl-10 | Nocardioides sp. strain SG-4G | Pseudomonas sp. CBW | Rhodococcus jialingiae djl-6-2 | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Carbendazim,Placeholder files - redownload PDFs by DOI/title,10.1016/j.jhazmat.2017.02.007,https://doi.org/10.1016/j.jhazmat.2017.02.007,https://scholar.google.com/scholar?q=10.1016/j.jhazmat.2017.02.007,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbendazim,Carbendazim_10.1016_j.jhazmat.2017.02.007.pdf,11,4,"mheI, hdx | mheI | mhe (mheI) | native mhel:optimized mheI | CbmA | MheI | mhel",Hydrolases | Carbendazim hydrolase | Serine hydrolase,Bacillus velezensis HY-3479 | Flavobacterium johnsoniae | Klebsiella oxytoca | Mycobacterium sp. SD-4 | Mycobacterium sp. strain djl-10 | Nocardioides sp. strain SG-4G | Pseudomonas sp. CBW | Rhodococcus jialingiae djl-6-2 | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
