acquisition_priority,pesticide,priority_group,doi,doi_url,google_scholar_url,target_usb_folder,suggested_pdf_filename,database_record_count,protein_record_count,database_gene_leads,database_enzyme_leads,database_microbe_leads,source_action,pathway_extraction_rule,oa_check_status,is_oa,oa_status,best_oa_pdf_url,best_oa_landing_url,best_oa_host_type,best_oa_license,download_status,downloaded_pdf_path
1,Carbendazim,Placeholder files - redownload PDFs by DOI/title,10.1007/s00284-005-0474-3,https://doi.org/10.1007/s00284-005-0474-3,https://scholar.google.com/scholar?q=10.1007/s00284-005-0474-3,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbendazim,Carbendazim_10.1007_s00284-005-0474-3.pdf,11,4,"mheI, hdx | mheI | mhe (mheI) | native mhel:optimized mheI | CbmA | MheI | mhel",Hydrolases | Carbendazim hydrolase | Serine hydrolase,Bacillus velezensis HY-3479 | Flavobacterium johnsoniae | Klebsiella oxytoca | Mycobacterium sp. SD-4 | Mycobacterium sp. strain djl-10 | Nocardioides sp. strain SG-4G | Pseudomonas sp. CBW | Rhodococcus jialingiae djl-6-2 | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Carbendazim,Placeholder files - redownload PDFs by DOI/title,10.1007/s10123-023-00427-0,https://doi.org/10.1007/s10123-023-00427-0,https://scholar.google.com/scholar?q=10.1007/s10123-023-00427-0,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbendazim,Carbendazim_10.1007_s10123-023-00427-0.pdf,11,4,"mheI, hdx | mheI | mhe (mheI) | native mhel:optimized mheI | CbmA | MheI | mhel",Hydrolases | Carbendazim hydrolase | Serine hydrolase,Bacillus velezensis HY-3479 | Flavobacterium johnsoniae | Klebsiella oxytoca | Mycobacterium sp. SD-4 | Mycobacterium sp. strain djl-10 | Nocardioides sp. strain SG-4G | Pseudomonas sp. CBW | Rhodococcus jialingiae djl-6-2 | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Carbendazim,Placeholder files - redownload PDFs by DOI/title,10.1007/s10532-010-9353-0,https://doi.org/10.1007/s10532-010-9353-0,https://scholar.google.com/scholar?q=10.1007/s10532-010-9353-0,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbendazim,Carbendazim_10.1007_s10532-010-9353-0.pdf,11,4,"mheI, hdx | mheI | mhe (mheI) | native mhel:optimized mheI | CbmA | MheI | mhel",Hydrolases | Carbendazim hydrolase | Serine hydrolase,Bacillus velezensis HY-3479 | Flavobacterium johnsoniae | Klebsiella oxytoca | Mycobacterium sp. SD-4 | Mycobacterium sp. strain djl-10 | Nocardioides sp. strain SG-4G | Pseudomonas sp. CBW | Rhodococcus jialingiae djl-6-2 | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Carbendazim,Placeholder files - redownload PDFs by DOI/title,10.1007/s11356-019-07069-8,https://doi.org/10.1007/s11356-019-07069-8,https://scholar.google.com/scholar?q=10.1007/s11356-019-07069-8,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbendazim,Carbendazim_10.1007_s11356-019-07069-8.pdf,11,4,"mheI, hdx | mheI | mhe (mheI) | native mhel:optimized mheI | CbmA | MheI | mhel",Hydrolases | Carbendazim hydrolase | Serine hydrolase,Bacillus velezensis HY-3479 | Flavobacterium johnsoniae | Klebsiella oxytoca | Mycobacterium sp. SD-4 | Mycobacterium sp. strain djl-10 | Nocardioides sp. strain SG-4G | Pseudomonas sp. CBW | Rhodococcus jialingiae djl-6-2 | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Carbendazim,Placeholder files - redownload PDFs by DOI/title,10.1016/j.jhazmat.2017.02.007,https://doi.org/10.1016/j.jhazmat.2017.02.007,https://scholar.google.com/scholar?q=10.1016/j.jhazmat.2017.02.007,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbendazim,Carbendazim_10.1016_j.jhazmat.2017.02.007.pdf,11,4,"mheI, hdx | mheI | mhe (mheI) | native mhel:optimized mheI | CbmA | MheI | mhel",Hydrolases | Carbendazim hydrolase | Serine hydrolase,Bacillus velezensis HY-3479 | Flavobacterium johnsoniae | Klebsiella oxytoca | Mycobacterium sp. SD-4 | Mycobacterium sp. strain djl-10 | Nocardioides sp. strain SG-4G | Pseudomonas sp. CBW | Rhodococcus jialingiae djl-6-2 | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Carbendazim,Placeholder files - redownload PDFs by DOI/title,10.1111/1462-2920.16139,https://doi.org/10.1111/1462-2920.16139,https://scholar.google.com/scholar?q=10.1111/1462-2920.16139,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbendazim,Carbendazim_10.1111_1462-2920.16139.pdf,11,4,"mheI, hdx | mheI | mhe (mheI) | native mhel:optimized mheI | CbmA | MheI | mhel",Hydrolases | Carbendazim hydrolase | Serine hydrolase,Bacillus velezensis HY-3479 | Flavobacterium johnsoniae | Klebsiella oxytoca | Mycobacterium sp. SD-4 | Mycobacterium sp. strain djl-10 | Nocardioides sp. strain SG-4G | Pseudomonas sp. CBW | Rhodococcus jialingiae djl-6-2 | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Carbendazim,Placeholder files - redownload PDFs by DOI/title,10.1128/AEM.02990-09,https://doi.org/10.1128/AEM.02990-09,https://scholar.google.com/scholar?q=10.1128/AEM.02990-09,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbendazim,Carbendazim_10.1128_AEM.02990-09.pdf,11,4,"mheI, hdx | mheI | mhe (mheI) | native mhel:optimized mheI | CbmA | MheI | mhel",Hydrolases | Carbendazim hydrolase | Serine hydrolase,Bacillus velezensis HY-3479 | Flavobacterium johnsoniae | Klebsiella oxytoca | Mycobacterium sp. SD-4 | Mycobacterium sp. strain djl-10 | Nocardioides sp. strain SG-4G | Pseudomonas sp. CBW | Rhodococcus jialingiae djl-6-2 | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,True,green,,https://www.ncbi.nlm.nih.gov/pmc/articles/2863442,repository,,no_pdf_url,
1,Carbendazim,Placeholder files - redownload PDFs by DOI/title,10.1128/genomea.01683-16,https://doi.org/10.1128/genomea.01683-16,https://scholar.google.com/scholar?q=10.1128/genomea.01683-16,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbendazim,Carbendazim_10.1128_genomea.01683-16.pdf,11,4,"mheI, hdx | mheI | mhe (mheI) | native mhel:optimized mheI | CbmA | MheI | mhel",Hydrolases | Carbendazim hydrolase | Serine hydrolase,Bacillus velezensis HY-3479 | Flavobacterium johnsoniae | Klebsiella oxytoca | Mycobacterium sp. SD-4 | Mycobacterium sp. strain djl-10 | Nocardioides sp. strain SG-4G | Pseudomonas sp. CBW | Rhodococcus jialingiae djl-6-2 | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,True,gold,https://mra.asm.org/content/ga/5/8/e01683-16.full.pdf,https://mra.asm.org/content/ga/5/8/e01683-16.full.pdf,publisher,cc-by,download_error: HTTP Error 403: Forbidden,
1,Dimethoate,Placeholder files - redownload PDFs by DOI/title,10.1007/s10529-015-2027-6,https://doi.org/10.1007/s10529-015-2027-6,https://scholar.google.com/scholar?q=10.1007/s10529-015-2027-6,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Dimethoate,Dimethoate_10.1007_s10529-015-2027-6.pdf,9,2,dmhA,Hydrolases | Not specified | Dimethoate amidohydrolase,Aeromonas hydrophila | Aspergillus niger ZHY256 | Bacillus pumilus | Brevundimonas sp. MCM B-427 | Proteus mirabilis | Pseudomonas aeruginosa | Pseudomonas kilonensis MB498 | Raoultella sp. X1 | +1 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Dimethoate,Placeholder files - redownload PDFs by DOI/title,10.1007/s10532-008-9227-x,https://doi.org/10.1007/s10532-008-9227-x,https://scholar.google.com/scholar?q=10.1007/s10532-008-9227-x,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Dimethoate,Dimethoate_10.1007_s10532-008-9227-x.pdf,9,2,dmhA,Hydrolases | Not specified | Dimethoate amidohydrolase,Aeromonas hydrophila | Aspergillus niger ZHY256 | Bacillus pumilus | Brevundimonas sp. MCM B-427 | Proteus mirabilis | Pseudomonas aeruginosa | Pseudomonas kilonensis MB498 | Raoultella sp. X1 | +1 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Dimethoate,Placeholder files - redownload PDFs by DOI/title,10.1007/s11274-008-9780-9,https://doi.org/10.1007/s11274-008-9780-9,https://scholar.google.com/scholar?q=10.1007/s11274-008-9780-9,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Dimethoate,Dimethoate_10.1007_s11274-008-9780-9.pdf,9,2,dmhA,Hydrolases | Not specified | Dimethoate amidohydrolase,Aeromonas hydrophila | Aspergillus niger ZHY256 | Bacillus pumilus | Brevundimonas sp. MCM B-427 | Proteus mirabilis | Pseudomonas aeruginosa | Pseudomonas kilonensis MB498 | Raoultella sp. X1 | +1 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Dimethoate,Placeholder files - redownload PDFs by DOI/title,10.1023/B:WIBI.0000040378.54329.18,https://doi.org/10.1023/B:WIBI.0000040378.54329.18,https://scholar.google.com/scholar?q=10.1023/B%3AWIBI.0000040378.54329.18,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Dimethoate,Dimethoate_10.1023_B_WIBI.0000040378.54329.18.pdf,9,2,dmhA,Hydrolases | Not specified | Dimethoate amidohydrolase,Aeromonas hydrophila | Aspergillus niger ZHY256 | Bacillus pumilus | Brevundimonas sp. MCM B-427 | Proteus mirabilis | Pseudomonas aeruginosa | Pseudomonas kilonensis MB498 | Raoultella sp. X1 | +1 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Dimethoate,Placeholder files - redownload PDFs by DOI/title,10.1080/03601234.2021.2017723,https://doi.org/10.1080/03601234.2021.2017723,https://scholar.google.com/scholar?q=10.1080/03601234.2021.2017723,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Dimethoate,Dimethoate_10.1080_03601234.2021.2017723.pdf,9,2,dmhA,Hydrolases | Not specified | Dimethoate amidohydrolase,Aeromonas hydrophila | Aspergillus niger ZHY256 | Bacillus pumilus | Brevundimonas sp. MCM B-427 | Proteus mirabilis | Pseudomonas aeruginosa | Pseudomonas kilonensis MB498 | Raoultella sp. X1 | +1 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Dimethoate,Placeholder files - redownload PDFs by DOI/title,10.1128/AEM.67.8.3746-3749.2001,https://doi.org/10.1128/AEM.67.8.3746-3749.2001,https://scholar.google.com/scholar?q=10.1128/AEM.67.8.3746-3749.2001,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Dimethoate,Dimethoate_10.1128_AEM.67.8.3746-3749.2001.pdf,9,2,dmhA,Hydrolases | Not specified | Dimethoate amidohydrolase,Aeromonas hydrophila | Aspergillus niger ZHY256 | Bacillus pumilus | Brevundimonas sp. MCM B-427 | Proteus mirabilis | Pseudomonas aeruginosa | Pseudomonas kilonensis MB498 | Raoultella sp. X1 | +1 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,True,green,,https://www.ncbi.nlm.nih.gov/pmc/articles/93083,repository,,no_pdf_url,
1,Dichlorvos,Placeholder files - redownload PDFs by DOI/title,10.1016/j.chemosphere.2019.01.058,https://doi.org/10.1016/j.chemosphere.2019.01.058,https://scholar.google.com/scholar?q=10.1016/j.chemosphere.2019.01.058,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Dichlorvos,Dichlorvos_10.1016_j.chemosphere.2019.01.058.pdf,7,2,opd-A and mpd | afk1 and afk2 | mpd | zfc1 | TaCyp548-2 | opdA,Phosphatases | Dioxygenases | Hydrolases | Oxidoreductases | P450 | Peroxidases | Phosphoesterase,Not specified | Stenotrophomonas acidaminiphila G1 | Trichoderma asperellum TJ01 | Trichoderma atroviride T23,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Dichlorvos,Placeholder files - redownload PDFs by DOI/title,10.1016/j.chemosphere.2021.133173,https://doi.org/10.1016/j.chemosphere.2021.133173,https://scholar.google.com/scholar?q=10.1016/j.chemosphere.2021.133173,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Dichlorvos,Dichlorvos_10.1016_j.chemosphere.2021.133173.pdf,7,2,opd-A and mpd | afk1 and afk2 | mpd | zfc1 | TaCyp548-2 | opdA,Phosphatases | Dioxygenases | Hydrolases | Oxidoreductases | P450 | Peroxidases | Phosphoesterase,Not specified | Stenotrophomonas acidaminiphila G1 | Trichoderma asperellum TJ01 | Trichoderma atroviride T23,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Dichlorvos,Placeholder files - redownload PDFs by DOI/title,10.1186/s12864-018-4960-y,https://doi.org/10.1186/s12864-018-4960-y,https://scholar.google.com/scholar?q=10.1186/s12864-018-4960-y,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Dichlorvos,Dichlorvos_10.1186_s12864-018-4960-y.pdf,7,2,opd-A and mpd | afk1 and afk2 | mpd | zfc1 | TaCyp548-2 | opdA,Phosphatases | Dioxygenases | Hydrolases | Oxidoreductases | P450 | Peroxidases | Phosphoesterase,Not specified | Stenotrophomonas acidaminiphila G1 | Trichoderma asperellum TJ01 | Trichoderma atroviride T23,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,True,gold,https://bmcgenomics.biomedcentral.com/track/pdf/10.1186/s12864-018-4960-y,https://bmcgenomics.biomedcentral.com/track/pdf/10.1186/s12864-018-4960-y,publisher,cc-by,downloaded_open_access_pdf,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Dichlorvos/Dichlorvos_10.1186_s12864-018-4960-y.pdf
