source_row,source_dataset,record_scope,canonical_pesticide,Microorganism,Pesticide,Evidence,Isolation_environment,Isolation_Location,Publication_Year,Enzyme,Enzyme_name_reported,Gene,Reference,duplicate_key_count,potential_duplicate,reference_type,reference_format_status,pathway_step_ready,pathway_data_gap
468,pesticide_data.xlsx,CURATED_BIODEGRADATION_ONLY,Profenofos,Bacillus subtilis strains TL-171,Profenofos ,Experimental evidence,Grape rhizosphere,India,2013,Hydrolases,Esterase,,10.1021/jf400528d,2,Yes,DOI,format_valid,No,"Verify substrate, product, reaction order, step evidence, and pathway completeness from the cited publication"
469,pesticide_data.xlsx,CURATED_BIODEGRADATION_ONLY,Profenofos,Bacillus subtilis strains TL-171,Profenofos ,Experimental evidence,Grape rhizosphere,India,2013,Hydrolases,Phosphotriesterase,,10.1021/jf400528d,2,Yes,DOI,format_valid,No,"Verify substrate, product, reaction order, step evidence, and pathway completeness from the cited publication"
470,pesticide_data.xlsx,CURATED_BIODEGRADATION_ONLY,Profenofos,Bacillus subtilis strains TS-204,Profenofos ,Experimental evidence,Grape rhizosphere,India,2013,Hydrolases,Esterase,,10.1021/jf400528d,2,Yes,DOI,format_valid,No,"Verify substrate, product, reaction order, step evidence, and pathway completeness from the cited publication"
471,pesticide_data.xlsx,CURATED_BIODEGRADATION_ONLY,Profenofos,Bacillus subtilis strains TS-204,Profenofos ,Experimental evidence,Grape rhizosphere,India,2013,Hydrolases,Phosphotriesterase,,10.1021/jf400528d,2,Yes,DOI,format_valid,No,"Verify substrate, product, reaction order, step evidence, and pathway completeness from the cited publication"
472,pesticide_data.xlsx,CURATED_BIODEGRADATION_ONLY,Profenofos,Pseudoxanthomonas suwonensis strain HNM,Profenofos ,Experimental evidence,Contaminated soil,India,2015,,,,10.1002/jobm.201400978,1,No,DOI,format_valid,No,"Verify substrate, product, reaction order, step evidence, and pathway completeness from the cited publication"
473,pesticide_data.xlsx,CURATED_BIODEGRADATION_ONLY,Profenofos,Bacillus sp. PF1,Profenofos ,Experimental evidence,Agriculture soil,India,2021,Hydrolases,Esterase,,10.1080/09593330.2021.1976282,2,Yes,DOI,format_valid,No,"Verify substrate, product, reaction order, step evidence, and pathway completeness from the cited publication"
474,pesticide_data.xlsx,CURATED_BIODEGRADATION_ONLY,Profenofos,Pseudomonas plecoglossicida strain PF1,Profenofos ,Experimental evidence,Contaminated soil,India,2020,,,,10.1016/j.ecoenv.2019.110129,1,No,DOI,format_valid,No,"Verify substrate, product, reaction order, step evidence, and pathway completeness from the cited publication"
475,pesticide_data.xlsx,CURATED_BIODEGRADATION_ONLY,Profenofos,Cupriavidus nantongensis X1ᵀ,Profenofos ,Experimental evidence,Activated sludge,China,2023,Hydrolases,Organophosphate hydrolase,OpdB,10.1016/j.jhazmat.2024.133750,1,No,DOI,format_valid,No,"Verify substrate, product, reaction order, step evidence, and pathway completeness from the cited publication"
476,pesticide_data.xlsx,CURATED_BIODEGRADATION_ONLY,Profenofos,Pseudomonas plecoglossicida,Profenofos ,Experimental evidence,Contaminated soil,Thailand,2014,,,,10.1007/s11356-014-3354-1,1,No,DOI,format_valid,No,"Verify substrate, product, reaction order, step evidence, and pathway completeness from the cited publication"
477,pesticide_data.xlsx,CURATED_BIODEGRADATION_ONLY,Profenofos,Pseudomonas aeruginosa,Profenofos ,Experimental evidence,Contaminated soil,Thailand,2014,,,,10.1007/s11356-014-3354-1,1,No,DOI,format_valid,No,"Verify substrate, product, reaction order, step evidence, and pathway completeness from the cited publication"
