pesticide,pdf_file,probable_title,doi_candidates,year_candidates,candidate_microorganisms_or_strains,biodegradation_term_hits,molecular_term_hits,pathway_term_hits,automated_evidence_signal,review_decision,review_notes,curation_folder,pesticide_mentions,pesticide_degradation_contexts,microbial_contexts_near_pesticide,gene_enzyme_contexts_near_pesticide,abiotic_or_irrelevant_flags,title_has_pesticide,title_has_degradation_term,best_pesticide_context,review_score,review_priority,recommended_review_action,likely_database_use
Thiamethoxam,Symbiotic Fungus Affected the Asian Citrus Psyllid (ACP) Resistance to Imidacloprid and Thiamethoxam..pdf,published: 16 December 2020,10.1002/arch.20254; 10.1002/mbo3; 10.1002/ps.1795; 10.1002/ps.1808,2018; 2019; 2020; 2024,of arsenophonus symbiont decreases,19,65,4,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,33,4,27,23,0,0,0,"ed an insect host (apple United States have no resistance to imidacloprid. Pardo et al. maggot, Rhagoletis pomonella) degrade 6 insecticides (Boush (2018) showed that the insecticide resistance of adults and and Matsumura, 1967). The densities of symbiotic bacteria nymphs from ACP populations was significantly different. Tian Arsenophonus, Rickettsia, and Wolbachia from the Q biotype et al. (2018) found that ACP populations from Guangdong in whitefly associated with the host’s susceptibility to thiamethoxam, China have a high level of resistance to imidacloprid. This result imidacloprid, pyriproxyfen, and spiromesifen (Ghanim and indicated that ACP populations from different locations had Kontsedalov, 2009). The symbiotic bacteria Burkholderia different resistance levels to the same insecticide, which may mediated the resistance of its insect host, Riptortus pedestris, to result from dif",218,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Propamocarb,Biodegradation of soil-applied pesticides by selected strains of plant growth-promoting rhizobacteria (PGPR) and their effects on bacterial growth..pdf,Biodegradation (2012) 23:297–310,10.1007/s10532-011-9509-6,2009; 2010; 2011; 2012,B. amyloliquefaciens IN937a and; B. pumilus SE34 more; Bordetella sp. B9. Biodegradation; FZB24; GB03. The PGPR strains; IN937a,144,6,20,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Propamocarb/PesticideDB_curation_Propamocarb_20260707,24,22,20,2,0,0,1,"icides and 10.3–16.4 and 9.2–15.9 days, respectively, markedly their effects on bacterial growth. Interactions of lower compared with[34.2 days in the control. From Bacillus subtilis GB03, Bacillus subtilis FZB24, the rest pesticides studied degradation of propamoBacillus amyloliquefaciens IN937a and Bacillus carb hydrochloride and thiamethoxam was enhanced pumilus SE34 with two concentrations of acibenzo- in the presence of B. amyloliquefaciens IN937a and lar-S-methyl, metribuzin, napropamide, propamocarb B. pumilus SE34. Acibenzolar-S-methyl, propamohydrochloride and thiamethoxam in liquid culture carb hydrochloride and thiamethoxam significantly and soil microcosm were studied. The degradation of increased the PGPR growth. However, the stimulaacibenzolar-S-methyl by all PGPR tested in low and tory effect was related to the level of pesticide spiked. high concentration, was 5.4 and 5.7",215,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,"An endophytic bacterial strain, Enterobacter cloacae TMX-6, enhances the degradation of thiamethoxam in rice plants..pdf",Contents lists available at ScienceDirect,10.1016/j.chemosphere.2020.128751,2017; 2019; 2020; 2021,B1B. Appl. Environ. Micro-; Pandey; Sciences; TMX-23 is similar to; TMX-6; TMX-6 2.1. Materials Rice,94,12,41,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,16,13,16,3,0,0,0,"Chemosphere 269 (2021) 128751 Contents lists available at ScienceDirect Chemosphere journal homepage: www.elsevier.com/locate/chemosphere An endophytic bacterial strain, Enterobacter cloacae TMX-6, enhances the degradation of thiamethoxam in rice plants Honglin Zhan a, b, Qun Wan b, Ya Wang b, Jiangfeng Cheng a, Xiangyang Yu b, Jing Ge b, c, * a College of Marine Science and Biological Engineering, Qingdao University of Science and Technology, Qingdao, 266042, China b Jiangsu Key Laboratory for Food Quality and Safety-State Key Laboratory Cultivation Base of Ministry of Science and Technology, 50 Zhongling Street, Nanjing, 210014, China c School of the Environment, Jiangsu University, Xuefu Rd. 301, Zhenjiang, 212013, Jiangsu, C",215,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Leaching of the Neonicotinoids Thiamethoxam and Imidacloprid from Sugar Beet Seed Dressings to Subsurface Tile Drains..pdf,Leaching of the Neonicotinoids Thiamethoxam and Imidacloprid,10.1021/acs.jafc.6b02619,2013; 2014; 2015; 2016,,32,8,29,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,32,20,14,4,1,1,0,"nd Imidacloprid from Sugar Beet Seed Dressings to Subsurface Tile Drains Felix E. Wettstein,† Roy Kasteel,‡ Maria F. Garcia Delgado,† Irene Hanke,‡ Sebastian Huntscha,‡ Marianne E. Balmer,‡ Thomas Poiger,*,‡ and Thomas D. Bucheli*,† † Agroscope, Zürich, Switzerland ‡ Agroscope, Wädenswil, Switzerland * S Supporting Information ABSTRACT: Pesticide transport from seed dressings toward subsurface tile drains is still poorly understood. We monitored the neonicotinoid insecticides imidacloprid and thiamethoxam from sugar beet seed dressings in ﬂow-proportional drainage water samples, together with spray applications of bromide and the herbicide S-metolachlor in spring and the fungicides epoxiconazole and kresoxim-methyl in summer. Event-driven, high ﬁrst concentration maxima up to 2830 and 1290 ng/L for thiamethoxam and imidacloprid, respectively, were followed by an extended period of tail",215,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,"Translocation, residues and risk assessment of thiamethoxam applied by root irrigation in tomato plant ecosystems.pdf","Translocation, residues and risk assessment of",10.1002/jsfa.11371; 10.1002/ps.365; 10.1002/ps.949; 10.1016/j.chemosphere.2018.02.104,2020; 2021; 2022; 2023,,22,5,32,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,26,13,7,4,0,0,0,"Hongwu Liang Inner Mongolia University Wei Pan Shanxi Agricultural University Shijie Yin Shanxi Agricultural University Junli Cao Shanxi Agricultural University Jindong Li Shanxi Agricultural University Research Article Keywords: Thiamethoxam, root irrigation, translocation, metabolism Posted Date: May 8th, 2023 DOI: https://doi.org/10.21203/rs.3.rs-2776082/v1 License:   This work is licensed under a Creative Commons Attribution 4.0 International License. Read Full License Page 1/17 Abstract Thiamethoxam (TMX) has been registered for use on a wide range of crops due to its broad pest spectrum, high efficiency and versatile application methods. However, there is limited literature evaluating the residue behaviors of TMX applied through root irrigation. In this study, the uptake and translocation of TMX, its degradation to clothianidin (CLO) and risk assessment of TMX application in a t",215,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Triazophos,Development of a one-step immunoassay for triazophos using camel single-domain antibody-alkaline phosphatase fusion protein..pdf,Anal Bioanal Chem. Author manuscript; available in PMC 2020 April 13.,10.1007/s00216-018-01563-7,2016; 2017; 2019; 2020,VHHs from phage libraries,1,68,15,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707,81,6,17,29,1,0,0,"Page 3 for the selection of desired VHHs. On the other hand, the allotypes IgG2a and IgG3a of Author Manuscript camelids still remain uninvestigated in the generation of VHHs of any interest. We assumed these allotypes would provide valuable resources for the construction of high diversity of VHH libraries and herein introduced Bactianus IgG3a-derived VHH fragments into a library to explore the generation of novel VHHs with high affinity to small molecules, using the organophosphate insecticide triazophos (O,O-diethyl O-(1-phenyl-1H-1,2,4-triazol-3 yl)phosphorothioate) as a model chemical. Triazophos is widely used to control insects for agricultural production in many Asian and African countries such as China, India, Pakistan, Thailand, Angola and South Africa.[19] The stability and slow degradation of triazophos in the environment give rise to a health threat to human and ecosystems. T",215,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Dissipation Behavior and Acute Dietary Risk Assessment of Thiamethoxam and Its Metabolite Clothianidin on Spinach..pdf,Dissipation Behavior and Acute Dietary Risk Assessment of,10.3390/molecules27072209; 10.3390/molecules27072209/s1,2019; 2020; 2021; 2022,,46,4,31,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,129,23,4,7,0,0,0,"molecules Article Dissipation Behavior and Acute Dietary Risk Assessment of Thiamethoxam and Its Metabolite Clothianidin on Spinach Yanmei Yang, Shu Qin, Xia Wang, Junli Cao and Jindong Li * Shanxi Center for Testing of Functional Agro-Products, Shanxi Agricultural University, Taiyuan 030031, China; ymyangsuda@163.com (Y.Y.); qinshu55@126.com (S.Q.); wangxialiao@126.com (X.W.); caojunli@sxau.edu.cn (J.C.) * Correspondence: lijindong@sxau.edu.cn Abstract: Thiamethoxam and its metabolite clothianidin residues pose a potential threat to human health. This study aims to investigate the",214,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Imazamox,Characterization of imazamox degradation by-products by using liquid chromatography mass spectrometry and high-resolution Fourier transform ion cyclotron resonance mass spectrometry..pdf,Anal Bioanal Chem (2007) 389:1459–1467,10.1007/s00216-007-1343-7,2004; 2005; 2006; 2007,,31,9,78,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Imazamox/PesticideDB_curation_Imazamox_20260707,36,22,5,12,1,0,0,"Anal Bioanal Chem (2007) 389:1459–1467 DOI 10.1007/s00216-007-1343-7 ORIGINAL PAPER Characterization of imazamox degradation by-products by using liquid chromatography mass spectrometry and high-resolution Fourier transform ion cyclotron resonance mass spectrometry M. Harir & M. Frommberger & A. Gaspar & D. Martens & A. Kettrup & M. El Azzouzi & Ph. Schmitt-Kopplin Received: 8 March 2007 / Revised: 27 April 2007 / Accepted: 7 May 2007 / Published online: 7 June 2007 # Springer-Verlag 2007 Abstract The photodecomposition of imazamox, a herbi- formula assignments, the derived 2D van Krevelen diagram cide of",213,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Propamocarb,Expression and functional analysis of the Propamocarb-related gene CsDIR16 in cucumbers..pdf,Liu et al. BMC Plant Biology (2018) 18:16,10.1186/s12870-018-1236-2; 10.4236/ajac.2011.228120; 10.5812/bhs.45306,2016; 2017; 2018; 2022,LBA4404,17,146,22,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Propamocarb/PesticideDB_curation_Propamocarb_20260707,18,6,5,10,0,0,0,"more previous study, the transcriptome changes in cucumber rapidly compared with wild-type plants and CsDIR16(−) T1 fruit of cultivar ‘D0351’ in response to PM treatment were transgenic plants. These results suggested that CsDIR16 analyzed by our research group. [21]. The transcriptome overexpression reduced PM residues through accelerating data indicated that CsDIR16 showed the highest differPM degradation. ential expression between plants treated with PM versus Fig. 8 Quantitative analysis of propamocarb (PM) residues, peroxidase (POD) activity, and the malondialdehyde (MDA) content in transgenic plants. a Quantitative analysis of PM residues in T0 transgenic plants using gas chromatography. b Quantitative analysis of PM residues in T1 transgenic plants using gas chromatography. c Quantitative analysis of POD activity in T1 transgenic plants. d Quantitative analysis of the MDA content",213,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Imazamox,Relationship between changes of soil microbial biomass content and imazamox and benfluralin degradation.pdf,Biol Fertil Soils (2002) 35:13–17,10.1007/s00374-001-0433-5,1999; 2000; 2001; 2002,,12,5,2,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Imazamox/PesticideDB_curation_Imazamox_20260707,28,13,20,3,0,0,0,"Biol Fertil Soils (2002) 35:13–17 DOI 10.1007/s00374-001-0433-5 O R I G I N A L PA P E R Costantino Vischetti · Cristiano Casucci · Piero Perucci Relationship between changes of soil microbial biomass content and imazamox and benfluralin degradation Received: 12 July 2001 / Published online: 19 January 2002 © Springer-Verlag 2002 Abstract The present research was carried out to deter- cals and soil chemical and physico-chemical properties mine the relationship between the soil microbial biomass (Bollag et al. 1992; Schaffer 1993). The response of the content and the persistence of imazamox and benfluralin microbial biomass and biochemical activities, such as enin three different soils, incubated in the laborator",212,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Propargite,"Biodegradation of propargite by Pseudomonas putida, isolated from tea rhizosphere..pdf",Contents lists available at ScienceDirect,10.1016/j.jhazmat.2009.09.050,2006; 2007; 2009; 2010,SPR 13 followed by; exhibited a range of; num- 2003. ber SPR; number SPR 13 degraded; number SPR 7. Generally; soils in relation to,58,2,6,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Propargite/PesticideDB_curation_Propargite_20260707,37,24,34,3,0,0,0,"Journal of Hazardous Materials 174 (2010) 295–298 Contents lists available at ScienceDirect Journal of Hazardous Materials journal homepage: www.elsevier.com/locate/jhazmat Biodegradation of propargite by Pseudomonas putida, isolated from tea rhizosphere Soumik Sarkar ∗ , Subbiah Seenivasan, Robert Premkumar Samuel Asir UPASI Tea Research Foundation, Nirar Dam BPO, Valparai 642127, India a r t i c l e i n f o a b s t r a c t Article history: Biodegradation of miticide propargite was carried out in vitro by selected Pseudomonas strains isolated Received 3 March 2009 from tea rhizosphere. A total number of 13 strains were isolated and further screened based on their tolReceived in revised form",212,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Propargite,Calculation of pesticide degradation in decaying cotton gin trash..pdf,Contents lists available at ScienceDirect,10.1016/j.jhazmat.2009.09.050,2006; 2007; 2009; 2010,SPR 13 followed by; exhibited a range of; num- 2003. ber SPR; number SPR 13 degraded; number SPR 7. Generally; soils in relation to,58,2,6,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Propargite/PesticideDB_curation_Propargite_20260707,37,24,34,3,0,0,0,"Journal of Hazardous Materials 174 (2010) 295–298 Contents lists available at ScienceDirect Journal of Hazardous Materials journal homepage: www.elsevier.com/locate/jhazmat Biodegradation of propargite by Pseudomonas putida, isolated from tea rhizosphere Soumik Sarkar ∗ , Subbiah Seenivasan, Robert Premkumar Samuel Asir UPASI Tea Research Foundation, Nirar Dam BPO, Valparai 642127, India a r t i c l e i n f o a b s t r a c t Article history: Biodegradation of miticide propargite was carried out in vitro by selected Pseudomonas strains isolated Received 3 March 2009 from tea rhizosphere. A total number of 13 strains were isolated and further screened based on their tolReceived in revised form",212,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Imazamox,Behavior of the Chiral Herbicide Imazamox in Soils Enantiomer Composition Differentiates between Biodegradation and Photodegradation..pdf,"Cite This: Environ. Sci. Technol. 2019, 53, 5733−5740 pubs.acs.org/est",10.1021/acs.est.8b07209; 10.1021/acs.est.8b07210,2015; 2017; 2018; 2019,,153,8,19,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Imazamox/PesticideDB_curation_Imazamox_20260707,65,33,16,7,2,0,0,"Article Cite This: Environ. Sci. Technol. 2019, 53, 5733−5740 pubs.acs.org/est Behavior of the Chiral Herbicide Imazamox in Soils: Enantiomer Composition Diﬀerentiates between Biodegradation and Photodegradation Ignaz J. Buerge,* Roy Kasteel, Astrid Bächli, and Thomas Poiger Plant Protection Chemistry, Agroscope, CH-8820 Wädenswil, Switzerland * S Supporting Information Downloaded via NOTTINGHAM TRENT UNIV on August 13, 2019 at 02:36:45 (UTC). ABSTRACT: Imazamox is a chiral herbicide that, in laboratory experiments in the dark, exhibits pronounced enantioselective biodegradation in certain soils. Imazamox also",211,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Triazophos,"Simultaneous degradation of triazophos, methamidophos and carbofuran pesticides in wastewater using an Enterobacter bacterial bioreactor and analysis of toxicity and biosafety..pdf",Contents lists available at ScienceDirect,10.1016/j.chemosphere.2020.128054,2017; 2018; 2019; 2020,DH5a; DH5a did not cause; DH5a with the blank; Initial concentration; VM111 and its expression; Z1,147,126,23,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707,8,7,8,8,2,0,0,"Chemosphere 261 (2020) 128054 Contents lists available at ScienceDirect Chemosphere journal homepage: www.elsevier.com/locate/chemosphere Simultaneous degradation of triazophos, methamidophos and carbofuran pesticides in wastewater using an Enterobacter bacterial bioreactor and analysis of toxicity and biosafety Yuxiao Zhang, Zixiao Xu, Zhengjun Chen**, 1, Gejiao Wang*, 1 State Key Laboratory of Agricultural Microbiology, College of Life Science and Technology, Huazhong Agricultural University, Wuhan, 430070, PR China h i g h l i g h t s g r a p h i c a l a b s t r a c t Enterobacter sp. Z1 simultaneously degrades triazophos, meth amidophos and carbofuran. New protein",210,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Effects of Thiamethoxam and Fenvalerate Residue Levels on Light-Stable Isotopes of Leafy Vegetables..pdf,Effects of Thiamethoxam and Fenvalerate Residue Levels on,10.3390/foods12142655,2020; 2021; 2022; 2023,,54,6,37,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,183,9,7,2,0,1,0,"olic residues of the two insecticides after different numbers of application in three vegetables. The effects of pesticide residue levels on the δ13 C, δ15 N, δ2 H, and δ18 O values of vegetables were analyzed by one-way analysis of variance and correlation analysis. Partial least squares discriminant analysis (PLS-DA) was applied to build discrimination models of the vegetables with different pesticide residues based on stable isotopes. The results showed that the first degradation residues of thiamethoxam and fenvalerate in spinach, cabbage, and lettuce conformed to primary reaction kinetic equations, but the degradation half-lives were long, and accumulation occurred in the second application. The differences in the four stable isotope ratios in the control group of the three vegetables were statistically significant, and two-thirds of the stable isotope ratios Citation: Qi, F.; Liu,",209,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Transcriptome profiling of the whitefly Bemisia tabaci reveals stage-specific gene expression signatures for thiamethoxam resistance..pdf,"Insect Molecular Biology (2013) 22(5), 485–496 doi: 10.1111/imb.12038",10.1111/imb.12038; 10.1371/journal.pgen.1001248,2011; 2012; 2013; 2014,a different P450 whiteflies; a gene encoding a; a is illustrated in; and life stage; and life stage were; and may play a,3,160,19,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,48,5,33,39,1,0,0,"our expression results, and the when compared to a reference susceptible strain (Jones fact that the TH-R strain shows strong (47-fold) cross- et al., 2011). The authors also showed that a reduction in © 2013 The Authors. Insect Molecular Biology published by John Wiley & Sons Ltd on behalf of Royal Entomological Society., 22, 485–496 492 N. Yang et al. Table 3. Significantly enriched Kyoto Encyclopedia of Genes and Genomes (KEGG) pathways determined from differential expression associated with thiamethoxam resistance in Bemisia tabaci Differentially Pathway expressed* Expressed† P-value KO Starch and sucrose metabolism 127 393 0 ko00500 Metabolism of xenobiotics by cytochrome P450 64 378 0.022171 ko00980 Drug metabolism – cytochrome P450 64 376 0.019929 ko00982 Limonene and pinene degradation 61 362 0.027095 ko00903 Galactose metabolism 87 304 3.85E-13 ko00052 Protein processing in endo",208,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Acibenzolar-S-methyl,Biodegradation of soil-applied pesticides by selected strains of plant growth-promoting rhizobacteria (PGPR) and their effects on bacterial growth..pdf,Biodegradation (2012) 23:297–310,10.1007/s10532-011-9509-6,2009; 2010; 2011; 2012,B. amyloliquefaciens IN937a and; B. pumilus SE34 more; Bordetella sp. B9. Biodegradation; FZB24; GB03. The PGPR strains; IN937a,144,6,20,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Acibenzolar-S-methyl/PesticideDB_curation_Acibenzolar_S_methyl_20260707,33,32,28,1,0,0,1,"Biodegradation (2012) 23:297–310 DOI 10.1007/s10532-011-9509-6 ORIGINAL PAPER Biodegradation of soil-applied pesticides by selected strains of plant growth-promoting rhizobacteria (PGPR) and their effects on bacterial growth Charalampos K. Myresiotis • Zisis Vryzas • Euphemia Papadopoulou-Mourkidou Received: 21 March 2011 / Accepted: 16 August 2011 / Published online: 26 August 2011 Ó Springer Science+Business Media B.V. 2011 Abstract A laboratory study was conducted to of acibenzolar-S-methyl incubated in the presence of investigate the influence of four PGPR strains on PGPR strains spiked at 1.0 and 10.0 mg kg-1 were the degradation of five soil applied pesticides and 10.3–16.4 and 9.2–15.9 days, respectively, markedly their effects on bacterial growth. Interactions of lower compared with[34.2 days in the control. From Bacillus subtilis GB03, Bacillus subtilis FZB24, the rest pesticide",207,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Spirodiclofen,"In vitro metabolism of tebuconazole, flurtamone, fenhexamid, metalaxyl-M and spirodiclofen in Cannabis sativa L. (hemp) callus cultures..pdf",Received: 5 July 2021 Accepted article published: 26 July 2021 Published online in Wiley Online Library: 6 August 2021,10.1002/ps.6307; 10.1002/ps.6575; 10.1787/9789264061835-en,2019; 2020; 2021; 2025,,254,14,125,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Spirodiclofen/PesticideDB_curation_Spirodiclofen_20260707,58,23,23,2,0,0,0,"itive health effects of these cannabinoids. To satisfy the demand, C. sativa plants are prop agated in contained growth chambers. During indoor propagation, pesticides usually are used to ensure efﬁcient production. However, pesticide registration and safe application in C. sativa has not been investigated in detail. RESULTS: With this study the metabolic degradation of pesticides in recently established C. sativa callus cultures was examined. Tebuconazole, metalaxyl-M fenhexamid, ﬂurtamone and spirodiclofen were applied at 10 ∼M for 21 days. Results were com pared with metabolism data obtained from Brassica napus L., Glycine max (L.) Merr., Zea mays L. and Tritium aestivum L. callus cultures as well as in metabolism guideline studies. The successfully established C. sativa callus cultures were able to degrade pesticides by oxidation, demethylation, and cleavage of ester bonds in phase I",207,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Biodegradation of soil-applied pesticides by selected strains of plant growth-promoting rhizobacteria (PGPR) and their effects on bacterial growth.pdf,Biodegradation (2012) 23:297–310,10.1007/s10532-011-9509-6,2009; 2010; 2011; 2012,B. amyloliquefaciens IN937a and; B. pumilus SE34 more; Bordetella sp. B9. Biodegradation; FZB24; GB03. The PGPR strains; IN937a,144,6,20,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,23,21,20,1,0,0,1,"ubated in the presence of investigate the influence of four PGPR strains on PGPR strains spiked at 1.0 and 10.0 mg kg-1 were the degradation of five soil applied pesticides and 10.3–16.4 and 9.2–15.9 days, respectively, markedly their effects on bacterial growth. Interactions of lower compared with[34.2 days in the control. From Bacillus subtilis GB03, Bacillus subtilis FZB24, the rest pesticides studied degradation of propamoBacillus amyloliquefaciens IN937a and Bacillus carb hydrochloride and thiamethoxam was enhanced pumilus SE34 with two concentrations of acibenzo- in the presence of B. amyloliquefaciens IN937a and lar-S-methyl, metribuzin, napropamide, propamocarb B. pumilus SE34. Acibenzolar-S-methyl, propamohydrochloride and thiamethoxam in liquid culture carb hydrochloride and thiamethoxam significantly and soil microcosm were studied. The degradation of increased the PGPR growth",207,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Lethal and Sublethal Toxicity of Thiamethoxam and Clothianidin Commercial Formulations to Soil Invertebrates in a Natural Soil.pdf,"Environmental Toxicology and Chemistry—Volume 38, Number 10—pp. 2111–2120, 2019",10.1002/etc.4521; 10.2903/j.efsa; 10.7717/peerj.2776,2016; 2017; 2018; 2019,,17,10,82,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,58,12,2,8,0,0,0,"clothianidin (Titan™) was investigated using 3 soil invertebrate species: Oppia nitens, Eisenia andrei, and Folsomia candida. No adverse effects were observed for O. nitens at the highest tested concentrations (≥92 mg a.i./kg dry soil) after a 28‐d exposure. Exposure to clothianidin resulted in a 28‐d median inhibitory concentration (IC50) of 0.069 (95% conﬁdence limits: 0.039–0.12) mg/kg dry soil for F. candida, and a 56‐d IC50 of 0.26 (0.22–3.2) mg a.i./kg dry soil for E. andrei. Exposure to thiamethoxam was less toxic, with IC50s of 0.36 (0.19–0.66) and 3.0 (2.2–4.0) mg a.i./kg dry soil for F. candida and E. andrei reproduction, respectively. The observed toxicity for F. candida adult survival and reproduction and for E. andrei reproduction occurred at environmentally relevant concentrations. However, because clothianidin is a degradation product of thiamethoxam, and detection of clo",207,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiophanate-Methyl,Substrate sterilization with thiophanate-methyl and its biodegradation to carbendazim in oyster mushroom (Pleurotus ostreatus var. florida)..pdf,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/337848624",10.1002/fsn3.328; 10.1002/ps.759; 10.1007/s11356-019-07050-5; 10.1016/j.sjbs.2016,2017; 2018; 2019; 2020,with T5. The trend,19,5,15,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiophanate-Methyl/PesticideDB_curation_Thiophanate_Methyl_20260707,51,25,11,2,0,0,0,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/337848624 Substrate sterilization with thiophanate-methyl and its biodegradation to carbendazim in oyster mushroom (Pleurotus ostreatus var. ﬂorida) Article in Environmental Science and Pollution Research · January 2020 DOI: 10.1007/s11356-019-07050-5 CITATIONS READS 9 1,255 5 authors, including: Ved Parkash Parkash Sharma Anil Kumar Directorate of Mushroom Research ICAR-Directorate of Mushroom Research, Chambaghat, Solan (HP) 93 PUBLICATIONS 1,390 CITATIONS 86 PUBLICATIONS 278 CITATIONS SEE PROFILE SEE PROFILE Satish Kumar Anupam Barh Directorate of",207,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
